,學期,學校,,,學校名稱,系所代碼,系所名稱,學制,輔系人次
,,設立別 ,學校類別,學校代碼,,,,,
101,1,公立,一般大學,3,國立臺灣大學,620510,生物產業傳播暨發展學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620510,生物產業傳播暨發展學系,學士班(日間),37
101,1,公立,一般大學,3,國立臺灣大學,620602,食品科技研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620801,農業化學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,620801,農業化學系,學士班(日間),21
101,1,公立,一般大學,3,國立臺灣大學,621002,森林環境暨資源學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,621002,森林環境暨資源學系,學士班(日間),34
101,1,公立,一般大學,3,國立臺灣大學,621101,漁業科學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,640101,獸醫學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,640101,獸醫學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,640101,獸醫學系,學士班(日間),9
101,1,公立,一般大學,3,國立臺灣大學,640109,分子暨比較病理生物學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,720101,醫學系,學士班(日間),35
101,1,公立,一般大學,3,國立臺灣大學,720108,免疫學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,720109,生理學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,720131,轉譯醫學博士學位學程,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,720136,基因體暨蛋白體醫學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,720201,公共衛生碩士學位學程,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,720201,公共衛生學系,學士班(日間),19
101,1,公立,一般大學,3,國立臺灣大學,720220,流行病學與預防醫學研究所,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,720221,健康政策與管理研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,720301,藥學系,學士班(日間),12
101,1,公立,一般大學,3,國立臺灣大學,720401,物理治療學系,博士班,0
101,1,公立,一般大學,3,國立臺灣大學,720401,物理治療學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,720401,物理治療學系,學士班(日間),8
101,1,公立,一般大學,3,國立臺灣大學,720402,職能治療學系,學士班(日間),7
101,1,公立,一般大學,3,國立臺灣大學,720601,護理學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,720601,護理學系,學士班(日間),13
101,1,公立,一般大學,3,國立臺灣大學,720708,醫學檢驗暨生物技術學系,學士班(日間),8
101,1,公立,一般大學,3,國立臺灣大學,720801,牙醫學系,學士班(日間),3
101,1,公立,一般大學,3,國立臺灣大學,720806,口腔生物科學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,729909,腦與心智科學研究所,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,760301,社會工作學系,碩士班(日間),0
101,1,公立,一般大學,3,國立臺灣大學,760301,社會工作學系,學士班(日間),40
101,1,公立,一般大學,4,國立臺灣師範大學,140101,教育學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,140101,教育學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140101,教育學系,學士班(日間),111
101,1,公立,一般大學,4,國立臺灣師範大學,140105,課程與教學研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140107,教育心理與輔導學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,140107,教育心理與輔導學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140107,教育心理與輔導學系,學士班(日間),20
101,1,公立,一般大學,4,國立臺灣師範大學,140201,公民教育與活動領導學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140201,公民教育與活動領導學系,學士班(日間),44
101,1,公立,一般大學,4,國立臺灣師範大學,140203,華語文教學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140206,科學教育研究所,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,140206,科學教育研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140214,社會教育學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,140214,社會教育學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140214,社會教育學系,學士班(日間),45
101,1,公立,一般大學,4,國立臺灣師範大學,140215,人類發展與家庭學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,140215,人類發展與家庭學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140215,人類發展與家庭學系,學士班(日間),43
101,1,公立,一般大學,4,國立臺灣師範大學,140301,工業教育學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140301,工業教育學系,學士班(日間),6
101,1,公立,一般大學,4,國立臺灣師範大學,140305,環境教育研究所,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,140305,環境教育研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140307,資訊教育研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140315,體育學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,140315,體育學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140315,體育學系,學士班(日間),4
101,1,公立,一般大學,4,國立臺灣師範大學,140325,健康促進與衛生教育學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140325,健康促進與衛生教育學系,學士班(日間),13
101,1,公立,一般大學,4,國立臺灣師範大學,140601,特殊教育學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,140601,特殊教育學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,140601,特殊教育學系,學士班(日間),40
101,1,公立,一般大學,4,國立臺灣師範大學,140704,教育政策與行政研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,149909,科技應用與人力資源發展學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,149909,科技應用與人力資源發展學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,149909,科技應用與人力資源發展學系,學士班(日間),11
101,1,公立,一般大學,4,國立臺灣師範大學,210101,美術學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,210101,美術學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,210101,美術學系,學士班(日間),7
101,1,公立,一般大學,4,國立臺灣師範大學,210401,音樂學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,210401,音樂學系,學士班(日間),11
101,1,公立,一般大學,4,國立臺灣師範大學,210406,民族音樂研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,210707,表演藝術研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,210901,設計學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,210901,設計學系,學士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,220102,臺灣語文學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,220102,臺灣語文學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,220102,臺灣語文學系,學士班(日間),2
101,1,公立,一般大學,4,國立臺灣師範大學,220201,國文學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,220201,國文學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,220201,國文學系,學士班(日間),41
101,1,公立,一般大學,4,國立臺灣師範大學,220204,應用華語文學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,220204,應用華語文學系,學士班(日間),23
101,1,公立,一般大學,4,國立臺灣師範大學,220308,英語學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,220308,英語學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,220308,英語學系,學士班(日間),5
101,1,公立,一般大學,4,國立臺灣師範大學,220901,歷史學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,220901,歷史學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,220901,歷史學系,學士班(日間),21
101,1,公立,一般大學,4,國立臺灣師範大學,220903,臺灣史研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,310201,政治學研究所,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,310201,政治學研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,310601,地理學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,310601,地理學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,310601,地理學系,學士班(日間),28
101,1,公立,一般大學,4,國立臺灣師範大學,310702,東亞學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,310702,東亞學系,學士班(日間),6
101,1,公立,一般大學,4,國立臺灣師範大學,310727,歐洲文化與觀光研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,320602,圖書資訊學研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,320702,圖文傳播學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,320702,圖文傳播學系,學士班(日間),4
101,1,公立,一般大學,4,國立臺灣師範大學,340301,企業管理學士學位學程,學士班(日間),4
101,1,公立,一般大學,4,國立臺灣師範大學,420103,生命科學系,博士班,0
101,1,公立,一般大學,4,國立臺灣師範大學,420103,生命科學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,420103,生命科學系,學士班(日間),7
101,1,公立,一般大學,4,國立臺灣師範大學,440101,化學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,440101,化學系,學士班(日間),2
101,1,公立,一般大學,4,國立臺灣師範大學,440201,地球科學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,440201,地球科學系,學士班(日間),11
101,1,公立,一般大學,4,國立臺灣師範大學,440301,物理學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,440301,物理學系,學士班(日間),1
101,1,公立,一般大學,4,國立臺灣師範大學,460101,數學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,460101,數學系,學士班(日間),10
101,1,公立,一般大學,4,國立臺灣師範大學,520108,光電科技研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,520114,資訊工程學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,520114,資訊工程學系,學士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,520142,應用電子科技學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,520142,應用電子科技學系,學士班(日間),2
101,1,公立,一般大學,4,國立臺灣師範大學,520221,機電科技學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,520221,機電科技學系,學士班(日間),4
101,1,公立,一般大學,4,國立臺灣師範大學,520908,海洋環境科技研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,760102,復健諮商研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,760301,社會工作學研究所,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,810302,運動競技學系,碩士班(日間),0
101,1,公立,一般大學,4,國立臺灣師範大學,810302,運動競技學系,學士班(日間),1
101,1,公立,一般大學,4,國立臺灣師範大學,810502,運動休閒與餐旅管理研究所,碩士班(日間),0
101,1,公立,一般大學,5,國立成功大學,140101,教育研究所,博士班,0
101,1,公立,一般大學,5,國立成功大學,140101,教育研究所,碩士班(日間),0
101,1,公立,一般大學,5,國立成功大學,210701,藝術研究所,碩士班(日間),0
101,1,公立,一般大學,5,國立成功大學,220101,台灣文學系,博士班,0
101,1,公立,一般大學,5,國立成功大學,220101,台灣文學系,碩士班(日間),0
101,1,公立,一般大學,5,國立成功大學,220101,台灣文學系,學士班(日間),4
101,1,公立,一般大學,5,國立成功大學,220201,中國文學系,博士班,0
101,1,公立,一般大學,5,國立成功大學,220201,中國文學系,碩士班(日間),0
101,1,公立,一般大學,5,國立成功大學,220201,中國文學系,學士班(日間),1
101,1,公立,一般大學,5,國立成功大學,220201,中國文學系(現代文學),碩士班(日間),0
101,1,公立,一般大學,5,國立成功大學,220301,外國語文學系,碩士在職專班,0
101,1,公立,一般大學,5,國立成功大學,220301,外國語文學系,碩士班(日間),0
101,1,公立,一般大學,5,國立成功大學,220301,外國語文學系,學士班(日間),6
